email,1,all,status1@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
email,1,all,status2@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,record_version,man_code,man_date,man_origin,man_dest,flight_info,mawb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mawb,1,OBGBA100016602,20191218,LHR,JFK,VS0045,932-57321784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
record_type,record_version,profile_key,hawb,ship_ref_num,internal_reference,vend_ref_num,origin,final_destination,outlying,service_provider,dls_station,dls_final_destination,num_pieces,weight,weight_unit,contents,currency_code,declared_value,insurance_amount,description,hts_code,fda_prior_notice,terms,packaging,service_type,collect_amount,cust_key,ship_acct_num,dls_acct_num,ext_cust_acct,shipper_name,shipper_address1,shipper_address2,shipper_city,shipper_state,shipper_zip,shipper_country,shipper_phone,consignee_person,consignee_company,consignee_street_1,consignee_street_2,consignee_city,consignee_state,consignee_postal_code,consignee_country,consignee_phone,consignee_email,consignee_tax_id,comment,goods_coo,incoming_container,mid
hawb,14,,BD202656446,,,,HKG,JFK,,,,,1,0.21,K,APX,USD,29,,Collectible Toy,9503000090,,,B,,,,,,,Gsocpai,324 COMTUIQIR PD,,SHENZHEN,,90045,CN,18339688669,Tdggdtlpasl Ftyyrb,,2277 KGNAIQGTU TKAZWI MK,,MELBOURNE,FL,32904-8056,US,,,,,CN,1049816,
hawb,14,,US562656464,,,,HKG,JFK,,,,,1,0.21,K,APX,USD,29,,Collectible Toy,9503000090,,,B,,,,,,,Gsocpai,324 COMTUIQIR PD,,SHENZHEN,,90045,CN,18339688669,Mvcpnut Yudghe,,30 DPKXBJDG ZVVSA WP,CTN J,CATONSVILLE,MD,21228-5044,US,,,,,AU,1049755,
hawb,14,,56465266464,,,,HKG,JFK,,,,,1,0.21,K,APX,USD,29,,Collectible Toy,9503000090,,,B,,,,,,,Gsocpai,324 COMTUIQIR PD,,SHENZHEN,,90045,CN,18339688669,Jmvn Ssrexd,,5625 AVZ OPIIMZD 17,,LAKELAND,FL,33811-2335,US,,,,,CN,1049791,
hawb,14,,20564646477,,,,HKG,JFK,,,,,1,0.23,K,APX,USD,29,,Collectible Toy,9503000090,,,B,,,,,,,Gsocpai,324 COMTUIQIR PD,,SHENZHEN,,90045,CN,18339688669,Mbrpqmtfl ekfcaljsfec,,051 KQEZT MI,WRVH 64,DUNELLEN,NJ,08812-1438,US,,,,,CN,1049563,
hawb,14,,20656477726,,,,HKG,LAX,,,,,1,0.2,K,APX,USD,29,,Collectible Toy,9503000090,,,B,,,,,,,Gsocpai,324 COMTUIQIR PD,,SHENZHEN,,90045,CN,18339688669,Xvuspi Jfggmsjd,,5571 IRACPN GBGK 5,,WALCOTT,ND,58077-9305,US,,,,,CN,1049861,
hawb,14,,40622777611,,,,SZX,ORD,,,,,1,2.85,K,APX,USD,88,,Shoes,6405209080,,,B,,,,,,,PYBH MGRY NJEHW EJ,Mpgn Fvvuutfpl Tybfpo,EOQ SEAF YVGZCCMU,FO SHAN,GD,528143,CN,8600000000000,Yigrli Ysaqtk,Yigrli Ysaqtk,6937 es 36 oe,Tywl,Miami,FL,33133,US,,,,,CN,,
hawb,14,,30424326822,,,,SZX,ORD,,,,,1,0.52,K,APX,USD,30,,Swimwear,6112410030,,,B,,,,,,,PYBH MGRY NJEHW EJ,Mpgn Fvvuutfpl Tybfpo,EOQ SEAF YVGZCCMU,FO SHAN,GD,528143,CN,8600000000000,Keoxpan Tarv,Keoxpan Tarv,40367 Frtvtuk,,Detroit,MI,48212,US,,,,,CN,,
hawb,14,,71474184924,,,,SZX,ORD,,,,,1,1.56,K,APX,USD,99,,Vest,6211329070,,,B,,,,,,,PYBH MGRY NJEHW EJ,Mpgn Fvvuutfpl Tybfpo,EOQ SEAF YVGZCCMU,FO SHAN,GD,528143,CN,8600000000000,Yckmhlh Apiqjhdb Tcexldr,Yckmhlh Apiqjhdb Tcexldr,5127 FK 94 MI. 87984,,Miami,FL,33195,US,,,,,CN,,
hawb,14,,39794087500,,,,SZX,ORD,,,,,1,0.84,K,APX,USD,75,,Swimwear,6112410030,,,B,,,,,,,PYBH MGRY NJEHW EJ,Mpgn Fvvuutfpl Tybfpo,EOQ SEAF YVGZCCMU,FO SHAN,GD,528143,CN,8600000000000,Iettiyd Vohu,Iettiyd Vohu,47 Lkapdrqg Lgshv,Mdc 818,Revere,MA,02151,US,,,,,CN,,
hawb,14,,55285068133,,,,SZX,ORD,,,,,1,0.68,K,APX,USD,27,,Pant,6203424516,,,B,,,,,,,PYBH MGRY NJEHW EJ,Mpgn Fvvuutfpl Tybfpo,EOQ SEAF YVGZCCMU,FO SHAN,GD,528143,CN,8600000000000,Fimtt Eubi,Fimtt Eubi,9652 vglvflwot yn,,Jackson,MI,49201,US,,,,,CN,,
hawb,14,,22062201536,,,,SZX,ORD,,,,,1,0.64,K,APX,USD,30,,Pant,6203424516,,,B,,,,,,,PYBH MGRY NJEHW EJ,Mpgn Fvvuutfpl Tybfpo,EOQ SEAF YVGZCCMU,FO SHAN,GD,528143,CN,8600000000000,Urpippe YaJrqxwc,Urpippe YaJrqxwc,491 Jelfvxw Jkntv,,Richardson,TX,75080,US,,,,,CN,,
hawb,14,,41401208977,,,,SZX,ORD,,,,,1,0.84,K,APX,USD,67,,Blouse,6205202066,,,B,,,,,,,PYBH MGRY NJEHW EJ,Mpgn Fvvuutfpl Tybfpo,EOQ SEAF YVGZCCMU,FO SHAN,GD,528143,CN,8600000000000,Xpssxq Vvfygolwr,Xpssxq Vvfygolwr,42889 ZO Luerodqa Fogg Etmh,,Detroit Lakes,MN,56501,US,,,,,CN,,
hawb,14,,91506780429,,,,SZX,ORD,,,,,1,0.8,K,APX,USD,55,,Vest,6211329070,,,B,,,,,,,PYBH MGRY NJEHW EJ,Mpgn Fvvuutfpl Tybfpo,EOQ SEAF YVGZCCMU,FO SHAN,GD,528143,CN,8600000000000,Ayvqr Mqpmt,Ayvqr Mqpmt,9774 Efpgwqlve Fg,,Ontario,NY,14519,US,,,,,CN,,
hawb,14,,21087826972,,,,SZX,ORD,,,,,1,1.08,K,APX,USD,60,,Vest,6211329070,,,B,,,,,,,PYBH MGRY NJEHW EJ,Mpgn Fvvuutfpl Tybfpo,EOQ SEAF YVGZCCMU,FO SHAN,GD,528143,CN,8600000000000,Umvn YaFvunm,Umvn YaFvunm,1630 tgmdsf rncec Fg,,Lusby,MD,20657,US,,,,,CN,,
hawb,14,,15897242047,,,,SZX,ORD,,,,,1,1.02,K,APX,USD,57,,Blouse,6205202066,,,B,,,,,,,PYBH MGRY NJEHW EJ,Mpgn Fvvuutfpl Tybfpo,EOQ SEAF YVGZCCMU,FO SHAN,GD,528143,CN,8600000000000,Yfaos Vkqjjux,Yfaos Vkqjjux,9832 Xqvgmx Lcuvn Jy,Mdc T,Fayetteville,NC,28304,US,,,,,CN,,
hawb,14,,VDARZ870865241421437,,,,LHR,LAX,,,,,1,0.44,K,APX,GBP,5,,90s WWF Hasbro Macho man Figure,9503000090,,,B,,,,,,,QQAWF,Amjoahlp Kuvqbjby Lois,,Hatfield,,AL109UJ,GB,,Fimtt YaQtgypv,,211 Aaultlpi Mov UT,,Renton,WA,98056-3743,US,80734651771,ghigh.qjnuqegj0491@example.com,,,CN,NWL_GBAGBA202006100001,
hawb,14,,VDARZ835349696124755,,,,LHR,LAX,,,,,1,0.22,K,APX,GBP,40,,PSA 10 Gem Mint Pokemon Card Japanese SN,9504400000,,,B,,,,,,,QQAWF,Amjoahlp Kuvqbjby Lois,,Hatfield,,AL109UJ,GB,,Mnuu Jebn,,44784 Evibexp Mov,,Garden Grove,CA,92843-2324,US,5859461160,qgfsytjakdop@example.com,,,CN,NWL_GBAGBA202006110001,
